input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
DecanatoFacultad de Ciencias Físicas y Matemáticas Universidad de Chile,['DecanatoFacultad de Ciencias Físicas y Matemáticas Universidad de Chile'],,,"Eliminar sesgo de género del siguiente texto:
DecanatoFacultad de Ciencias Físicas y Matemáticas Universidad de Chile","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    DecanatoFacultad de Ciencias Físicas y Matemáticas Universidad de Chile
    <assistant>:",DecanatoFacultad de Ciencias Físicas y Matemáticas Universidad de Chile,"[['DecanatoFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chile']]",9,"['DecanatoFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chile']","['DecanatoFacultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'Universidad', 'de', 'Chile']",1.0,1.0,0.0,1.0
Estimada comunidad beauchefiana:  Les esperamos mañana  sábado 18 de noviembre a las 10:00 hrs.,['Estimada comunidad beauchefiana:  Les esperamos mañana  sábado 18 de noviembre a las 10:00 hrs.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada comunidad beauchefiana:  Les esperamos mañana  sábado 18 de noviembre a las 10:00 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada comunidad beauchefiana:  Les esperamos mañana  sábado 18 de noviembre a las 10:00 hrs.
    <assistant>:",Estimada comunidad beauchefiana: Les esperamos mañana sábado 18 de noviembre a las 10:00 hrs.,"[['Estimada', 'comunidad', 'beauchefiana', ':', 'Les', 'esperamos', 'mañana', 'sábado', '18', 'de', 'noviembre', 'a', 'las', '10:00', 'hrs', '.']]",16,"['Estimada', 'comunidad', 'beauchefiana', ':', 'Les', 'esperamos', 'mañana', 'sábado', '18', 'de', 'noviembre', 'a', 'las', '10:00', 'hrs', '.']","['Estimada', 'comunidad', 'beauchefiana', ':', 'Les', 'esperamos', 'mañana', 'sábado', '18', 'de', 'noviembre', 'a', 'las', '10:00', 'hrs', '.']",1.0,1.0,0.0,1.0
en Beauchef 851  para que disfrutemos de las distintas actividades para celebrar la ciencia y la ingeniería: Charlas tipo TEDNanodocumentalesMúsica de películasCharla de carreras (para postulantes)Tours por campusDocumental Suchai¡Les esperamos con sus familias y amigos/as!,['en Beauchef 851  para que disfrutemos de las distintas actividades para celebrar la ciencia y la ingeniería: Charlas tipo TEDNanodocumentalesMúsica de películasCharla de carreras (para postulantes)Tours por campusDocumental Suchai¡Les esperamos con sus familias y amigos/as!'],NO,NO,"Eliminar sesgo de género del siguiente texto:
en Beauchef 851  para que disfrutemos de las distintas actividades para celebrar la ciencia y la ingeniería: Charlas tipo TEDNanodocumentalesMúsica de películasCharla de carreras (para postulantes)Tours por campusDocumental Suchai¡Les esperamos con sus familias y amigos/as!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    en Beauchef 851  para que disfrutemos de las distintas actividades para celebrar la ciencia y la ingeniería: Charlas tipo TEDNanodocumentalesMúsica de películasCharla de carreras (para postulantes)Tours por campusDocumental Suchai¡Les esperamos con sus familias y amigos/as!
    <assistant>:",en Beauchef 851 para que disfrutemos de las distintas actividades para celebrar la ciencia y la ingeniería: Charlas tipo TEDNanodocumentalesMúsica de películasCharla de carreras (para postulantes)Tours por campusDocumental Suchai¿Les esperamos con sus familias y amigos/as!,"[['en', 'Beauchef', '851', 'para', 'que', 'disfrutemos', 'de', 'las', 'distintas', 'actividades', 'para', 'celebrar', 'la', 'ciencia', 'y', 'la', 'ingeniería', ':', 'Charlas', 'tipo', 'TEDNanodocumentalesMúsica', 'de', 'películasCharla', 'de', 'carreras', '(', 'para', 'postulantes', ')', 'Tours', 'por', 'campusDocumental', 'Suchai¡Les', 'esperamos', 'con', 'sus', 'familias', 'y', 'amigos/as', '!']]",40,"['en', 'Beauchef', '851', 'para', 'que', 'disfrutemos', 'de', 'las', 'distintas', 'actividades', 'para', 'celebrar', 'la', 'ciencia', 'y', 'la', 'ingeniería', ':', 'Charlas', 'tipo', 'TEDNanodocumentalesMúsica', 'de', 'películasCharla', 'de', 'carreras', '(', 'para', 'postulantes', ')', 'Tours', 'por', 'campusDocumental', 'Suchai¿Les', 'esperamos', 'con', 'sus', 'familias', 'y', 'amigos/as', '!']","['en', 'Beauchef', '851', 'para', 'que', 'disfrutemos', 'de', 'las', 'distintas', 'actividades', 'para', 'celebrar', 'la', 'ciencia', 'y', 'la', 'ingeniería', ':', 'Charlas', 'tipo', 'TEDNanodocumentalesMúsica', 'de', 'películasCharla', 'de', 'carreras', '(', 'para', 'postulantes', ')', 'Tours', 'por', 'campusDocumental', 'Suchai¡Les', 'esperamos', 'con', 'sus', 'familias', 'y', 'amigos/as', '!']",0.933651069586263,1.0,-0.06634893041373702,1.0
"Viernes 17 de noviembre de 2023  La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia de Rodrigo Balart Mella, estudiante de Ingeniería Civil Industrial, quien falleció recientemente.","['Viernes 17 de noviembre de 2023  La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia de Rodrigo Balart Mella, estudiante de Ingeniería Civil Industrial, quien falleció recientemente.']",,,"Eliminar sesgo de género del siguiente texto:
Viernes 17 de noviembre de 2023  La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia de Rodrigo Balart Mella, estudiante de Ingeniería Civil Industrial, quien falleció recientemente.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Viernes 17 de noviembre de 2023  La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia de Rodrigo Balart Mella, estudiante de Ingeniería Civil Industrial, quien falleció recientemente.
    <assistant>:","Viernes 17 de noviembre de 2023 La Facultad de Ciencias Físicas y Matemáticas expresa sus más profundas condolencias a la familia de Rodrigo Balart Mella, estudiante de Ingeniería Civil Industrial, quien falleció recientemente.","[['Viernes', '17', 'de', 'noviembre', 'de', '2023', 'La', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'expresa', 'sus', 'más', 'profundas', 'condolencias', 'a', 'la', 'familia', 'de', 'Rodrigo', 'Balart', 'Mella', ',', 'estudiante', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'quien', 'falleció', 'recientemente', '.']]",36,"['Viernes', '17', 'de', 'noviembre', 'de', '2023', 'La', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'expresa', 'sus', 'más', 'profundas', 'condolencias', 'a', 'la', 'familia', 'de', 'Rodrigo', 'Balart', 'Mella', ',', 'estudiante', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'quien', 'falleció', 'recientemente', '.']","['Viernes', '17', 'de', 'noviembre', 'de', '2023', 'La', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'expresa', 'sus', 'más', 'profundas', 'condolencias', 'a', 'la', 'familia', 'de', 'Rodrigo', 'Balart', 'Mella', ',', 'estudiante', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'quien', 'falleció', 'recientemente', '.']",1.0,1.0,0.0,1.0
"Estimada Comunidad,Se encuentra abierta la segunda convocatoria PME Beauchef para estudiantes de pregrado que están interesados en realizar un intercambio en el extranjero.Toda la información en nuestra página PME Beauchef internacionalConsultas al rrii@ing.uchile.cl ¡Atrévete y postula!","['Estimada Comunidad,Se encuentra abierta la segunda convocatoria PME Beauchef para estudiantes de pregrado que están interesados en realizar un intercambio en el extranjero.Toda la información en nuestra página PME Beauchef internacionalConsultas al rrii@ing.uchile.cl ¡Atrévete y postula!']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada Comunidad,Se encuentra abierta la segunda convocatoria PME Beauchef para estudiantes de pregrado que están interesados en realizar un intercambio en el extranjero.Toda la información en nuestra página PME Beauchef internacionalConsultas al rrii@ing.uchile.cl ¡Atrévete y postula!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada Comunidad,Se encuentra abierta la segunda convocatoria PME Beauchef para estudiantes de pregrado que están interesados en realizar un intercambio en el extranjero.Toda la información en nuestra página PME Beauchef internacionalConsultas al rrii@ing.uchile.cl ¡Atrévete y postula!
    <assistant>:","Estimada Comunidad,Se encuentra abierta la segunda convocatoria PME Beauchef para estudiantes de pregrado que están interesados en realizar un intercambio en el extranjero.Toda la información en nuestra página PME Beauchef internacionalConsultas al rrii@ing.uchile.cl¿Atrévete y postula!","[['Estimada', 'Comunidad', ',', 'Se', 'encuentra', 'abierta', 'la', 'segunda', 'convocatoria', 'PME', 'Beauchef', 'para', 'estudiantes', 'de', 'pregrado', 'que', 'están', 'interesados', 'en', 'realizar', 'un', 'intercambio', 'en', 'el', 'extranjero.Toda', 'la', 'información', 'en', 'nuestra', 'página', 'PME', 'Beauchef', 'internacionalConsultas', 'al', 'rrii', '@', 'ing.uchile.cl', '¡Atrévete', 'y', 'postula', '!']]",41,"['Estimada', 'Comunidad', ',', 'Se', 'encuentra', 'abierta', 'la', 'segunda', 'convocatoria', 'PME', 'Beauchef', 'para', 'estudiantes', 'de', 'pregrado', 'que', 'están', 'interesados', 'en', 'realizar', 'un', 'intercambio', 'en', 'el', 'extranjero.Toda', 'la', 'información', 'en', 'nuestra', 'página', 'PME', 'Beauchef', 'internacionalConsultas', 'al', 'rrii', '@', 'ing.uchile.cl¿Atrévete', 'y', 'postula', '!']","['Estimada', 'Comunidad', ',', 'Se', 'encuentra', 'abierta', 'la', 'segunda', 'convocatoria', 'PME', 'Beauchef', 'para', 'estudiantes', 'de', 'pregrado', 'que', 'están', 'interesados', 'en', 'realizar', 'un', 'intercambio', 'en', 'el', 'extranjero.Toda', 'la', 'información', 'en', 'nuestra', 'página', 'PME', 'Beauchef', 'internacionalConsultas', 'al', 'rrii', '@', 'ing.uchile.cl', '¡Atrévete', 'y', 'postula', '!']",0.910599142543337,1.0,-0.08940085745666304,1.0
Estimad@s Estudiantes: informamos que la Dirección de Bienestar y Desarrollo Estudiantil desarrollará su  ciclo de charlas #Zoomergete  para estudiantes de la U. de Chile.,['Estimad@s Estudiantes: informamos que la Dirección de Bienestar y Desarrollo Estudiantil desarrollará su  ciclo de charlas #Zoomergete  para estudiantes de la U. de Chile.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimad@s Estudiantes: informamos que la Dirección de Bienestar y Desarrollo Estudiantil desarrollará su  ciclo de charlas #Zoomergete  para estudiantes de la U. de Chile.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimad@s Estudiantes: informamos que la Dirección de Bienestar y Desarrollo Estudiantil desarrollará su  ciclo de charlas #Zoomergete  para estudiantes de la U. de Chile.
    <assistant>:",Estimad@s Estudiantes: informamos que la Dirección de Bienestar y Desarrollo Estudiantil desarrollará su ciclo de charlas #Zoomergete para estudiantes de la U. de Chile.,"[['Estimad', '@', 's', 'Estudiantes', ':', 'informamos', 'que', 'la', 'Dirección', 'de', 'Bienestar', 'y', 'Desarrollo', 'Estudiantil', 'desarrollará', 'su', 'ciclo', 'de', 'charlas', '#', 'Zoomergete', 'para', 'estudiantes', 'de', 'la', 'U.', 'de', 'Chile', '.']]",29,"['Estimad', '@', 's', 'Estudiantes', ':', 'informamos', 'que', 'la', 'Dirección', 'de', 'Bienestar', 'y', 'Desarrollo', 'Estudiantil', 'desarrollará', 'su', 'ciclo', 'de', 'charlas', '#', 'Zoomergete', 'para', 'estudiantes', 'de', 'la', 'U.', 'de', 'Chile', '.']","['Estimad', '@', 's', 'Estudiantes', ':', 'informamos', 'que', 'la', 'Dirección', 'de', 'Bienestar', 'y', 'Desarrollo', 'Estudiantil', 'desarrollará', 'su', 'ciclo', 'de', 'charlas', '#', 'Zoomergete', 'para', 'estudiantes', 'de', 'la', 'U.', 'de', 'Chile', '.']",1.0,1.0,0.0,1.0
Esta instancia permitirá apoyar e informar sobre los distintos procesos relacionados a la postulación y renovación de beneficios estudiantiles.,['Esta instancia permitirá apoyar e informar sobre los distintos procesos relacionados a la postulación y renovación de beneficios estudiantiles.'],,,"Eliminar sesgo de género del siguiente texto:
Esta instancia permitirá apoyar e informar sobre los distintos procesos relacionados a la postulación y renovación de beneficios estudiantiles.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Esta instancia permitirá apoyar e informar sobre los distintos procesos relacionados a la postulación y renovación de beneficios estudiantiles.
    <assistant>:",Esta instancia permitirá apoyar e informar sobre los distintos procesos relacionados a la postulación y renovación de beneficios estudiantiles.,"[['Esta', 'instancia', 'permitirá', 'apoyar', 'e', 'informar', 'sobre', 'los', 'distintos', 'procesos', 'relacionados', 'a', 'la', 'postulación', 'y', 'renovación', 'de', 'beneficios', 'estudiantiles', '.']]",20,"['Esta', 'instancia', 'permitirá', 'apoyar', 'e', 'informar', 'sobre', 'los', 'distintos', 'procesos', 'relacionados', 'a', 'la', 'postulación', 'y', 'renovación', 'de', 'beneficios', 'estudiantiles', '.']","['Esta', 'instancia', 'permitirá', 'apoyar', 'e', 'informar', 'sobre', 'los', 'distintos', 'procesos', 'relacionados', 'a', 'la', 'postulación', 'y', 'renovación', 'de', 'beneficios', 'estudiantiles', '.']",1.0,1.0,0.0,1.0
El cronograma de las tres charlas que se desarrollarán en esta oportunidad es el siguiente:Beneficios internos Link de inscripciónPostula y renueva tus beneficios de laU.,['El cronograma de las tres charlas que se desarrollarán en esta oportunidad es el siguiente:Beneficios internos Link de inscripciónPostula y renueva tus beneficios de laU.'],,,"Eliminar sesgo de género del siguiente texto:
El cronograma de las tres charlas que se desarrollarán en esta oportunidad es el siguiente:Beneficios internos Link de inscripciónPostula y renueva tus beneficios de laU.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    El cronograma de las tres charlas que se desarrollarán en esta oportunidad es el siguiente:Beneficios internos Link de inscripciónPostula y renueva tus beneficios de laU.
    <assistant>:",El cronograma de las tres charlas que se desarrollarán en esta oportunidad es el siguiente:Beneficios internos Link de inscripciónPostula y renueva tus beneficios de laU.,"[['El', 'cronograma', 'de', 'las', 'tres', 'charlas', 'que', 'se', 'desarrollarán', 'en', 'esta', 'oportunidad', 'es', 'el', 'siguiente', ':', 'Beneficios', 'internos', 'Link', 'de', 'inscripciónPostula', 'y', 'renueva', 'tus', 'beneficios', 'de', 'laU', '.']]",28,"['El', 'cronograma', 'de', 'las', 'tres', 'charlas', 'que', 'se', 'desarrollarán', 'en', 'esta', 'oportunidad', 'es', 'el', 'siguiente', ':', 'Beneficios', 'internos', 'Link', 'de', 'inscripciónPostula', 'y', 'renueva', 'tus', 'beneficios', 'de', 'laU', '.']","['El', 'cronograma', 'de', 'las', 'tres', 'charlas', 'que', 'se', 'desarrollarán', 'en', 'esta', 'oportunidad', 'es', 'el', 'siguiente', ':', 'Beneficios', 'internos', 'Link', 'de', 'inscripciónPostula', 'y', 'renueva', 'tus', 'beneficios', 'de', 'laU', '.']",1.0,1.0,0.0,1.0
de Chile con el #FOCES202422 de noviembre de 13:30 - 14:30 hrs.__________________________________Beneficios Junaeb Link de inscripciónPrepárate para postular a las becas #Junaeb202430 de noviembre de 13:30 - 14:30 hrs.__________________________________ Beneficios Mineduc Link de inscripciónRenueva tus beneficios Mineducy el CAE con el #FUAS20246 de diciembre de 13:30 - 14:30 hrs.,['de Chile con el #FOCES202422 de noviembre de 13:30 - 14:30 hrs.__________________________________Beneficios Junaeb Link de inscripciónPrepárate para postular a las becas #Junaeb202430 de noviembre de 13:30 - 14:30 hrs.__________________________________ Beneficios Mineduc Link de inscripciónRenueva tus beneficios Mineducy el CAE con el #FUAS20246 de diciembre de 13:30 - 14:30 hrs.'],,,"Eliminar sesgo de género del siguiente texto:
de Chile con el #FOCES202422 de noviembre de 13:30 - 14:30 hrs.__________________________________Beneficios Junaeb Link de inscripciónPrepárate para postular a las becas #Junaeb202430 de noviembre de 13:30 - 14:30 hrs.__________________________________ Beneficios Mineduc Link de inscripciónRenueva tus beneficios Mineducy el CAE con el #FUAS20246 de diciembre de 13:30 - 14:30 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    de Chile con el #FOCES202422 de noviembre de 13:30 - 14:30 hrs.__________________________________Beneficios Junaeb Link de inscripciónPrepárate para postular a las becas #Junaeb202430 de noviembre de 13:30 - 14:30 hrs.__________________________________ Beneficios Mineduc Link de inscripciónRenueva tus beneficios Mineducy el CAE con el #FUAS20246 de diciembre de 13:30 - 14:30 hrs.
    <assistant>:",de Chile con el #FOCES202422 de noviembre de 13:30 - 14:30 hrs.__________________________Beneficios Junaeb Link de inscripciónPrepárate para postular a las becas #Junaeb202430 de noviembre de 13:30 - 14:30 hrs._________________________________ Beneficios Mineduc Link de inscripciónRenueva tus beneficios Mineducy el CAE con el #FUAS20246 de diciembre de 13:30 - 14:30 hrs.,"[['de', 'Chile', 'con', 'el', '#', 'FOCES202422', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs.__________________________________Beneficios', 'Junaeb', 'Link', 'de', 'inscripciónPrepárate', 'para', 'postular', 'a', 'las', 'becas', '#', 'Junaeb202430', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs.__________________________________', 'Beneficios', 'Mineduc', 'Link', 'de', 'inscripciónRenueva', 'tus', 'beneficios', 'Mineducy', 'el', 'CAE', 'con', 'el', '#', 'FUAS20246', 'de', 'diciembre', 'de', '13:30', '-', '14:30', 'hrs', '.']]",53,"['de', 'Chile', 'con', 'el', '#', 'FOCES202422', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs.__________________________Beneficios', 'Junaeb', 'Link', 'de', 'inscripciónPrepárate', 'para', 'postular', 'a', 'las', 'becas', '#', 'Junaeb202430', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs._________________________________', 'Beneficios', 'Mineduc', 'Link', 'de', 'inscripciónRenueva', 'tus', 'beneficios', 'Mineducy', 'el', 'CAE', 'con', 'el', '#', 'FUAS20246', 'de', 'diciembre', 'de', '13:30', '-', '14:30', 'hrs', '.']","['de', 'Chile', 'con', 'el', '#', 'FOCES202422', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs.__________________________________Beneficios', 'Junaeb', 'Link', 'de', 'inscripciónPrepárate', 'para', 'postular', 'a', 'las', 'becas', '#', 'Junaeb202430', 'de', 'noviembre', 'de', '13:30', '-', '14:30', 'hrs.__________________________________', 'Beneficios', 'Mineduc', 'Link', 'de', 'inscripciónRenueva', 'tus', 'beneficios', 'Mineducy', 'el', 'CAE', 'con', 'el', '#', 'FUAS20246', 'de', 'diciembre', 'de', '13:30', '-', '14:30', 'hrs', '.']",0.9007690507972514,1.0,-0.09923094920274855,1.0
¡Te esperamos en el Festival de Robótica Estudiantil 2023!,['¡Te esperamos en el Festival de Robótica Estudiantil 2023!'],,,"Eliminar sesgo de género del siguiente texto:
¡Te esperamos en el Festival de Robótica Estudiantil 2023!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    ¡Te esperamos en el Festival de Robótica Estudiantil 2023!
    <assistant>:",¿Te esperamos en el Festival de Robótica Estudiantil 2023!,"[['¡Te', 'esperamos', 'en', 'el', 'Festival', 'de', 'Robótica', 'Estudiantil', '2023', '!']]",10,"['¿Te', 'esperamos', 'en', 'el', 'Festival', 'de', 'Robótica', 'Estudiantil', '2023', '!']","['¡Te', 'esperamos', 'en', 'el', 'Festival', 'de', 'Robótica', 'Estudiantil', '2023', '!']",0.8801117367933934,1.0,-0.11988826320660662,1.0
"Como ya es tradición, tendremos una jornada llena de adrenalina presenciando las ligas velocistas y BattleBots.","['Como ya es tradición, tendremos una jornada llena de adrenalina presenciando las ligas velocistas y BattleBots.']",,,"Eliminar sesgo de género del siguiente texto:
Como ya es tradición, tendremos una jornada llena de adrenalina presenciando las ligas velocistas y BattleBots.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Como ya es tradición, tendremos una jornada llena de adrenalina presenciando las ligas velocistas y BattleBots.
    <assistant>:","Como ya es tradición, tendremos una jornada llena de adrenalina presenciando las ligas velocistas y BattleBots.","[['Como', 'ya', 'es', 'tradición', ',', 'tendremos', 'una', 'jornada', 'llena', 'de', 'adrenalina', 'presenciando', 'las', 'ligas', 'velocistas', 'y', 'BattleBots', '.']]",18,"['Como', 'ya', 'es', 'tradición', ',', 'tendremos', 'una', 'jornada', 'llena', 'de', 'adrenalina', 'presenciando', 'las', 'ligas', 'velocistas', 'y', 'BattleBots', '.']","['Como', 'ya', 'es', 'tradición', ',', 'tendremos', 'una', 'jornada', 'llena', 'de', 'adrenalina', 'presenciando', 'las', 'ligas', 'velocistas', 'y', 'BattleBots', '.']",1.0,1.0,0.0,1.0
"Las y los competidores están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.","['Las y los competidoras/es están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.', 'Las y los competidoras(es) están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.', 'Las competidoras y los competidores están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.']",NO,SI,"Eliminar sesgo de género del siguiente texto:
Las y los competidores están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Las y los competidores están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será el último en pié.
    <assistant>:","Las y los competidores están preparando cada detalle de sus robots: algunos buscarán romper récords de tiempo, mientras robots luchadores se enfrentarán en una batalla épica para descubrir quién será elúltimo en pié.","[['Las', 'y', 'los', 'competidoras/es', 'están', 'preparando', 'cada', 'detalle', 'de', 'sus', 'robots', ':', 'algunos', 'buscarán', 'romper', 'récords', 'de', 'tiempo', ',', 'mientras', 'robots', 'luchadores', 'se', 'enfrentarán', 'en', 'una', 'batalla', 'épica', 'para', 'descubrir', 'quién', 'será', 'el', 'último', 'en', 'pié', '.'], ['Las', 'y', 'los', 'competidoras', '(', 'es', ')', 'están', 'preparando', 'cada', 'detalle', 'de', 'sus', 'robots', ':', 'algunos', 'buscarán', 'romper', 'récords', 'de', 'tiempo', ',', 'mientras', 'robots', 'luchadores', 'se', 'enfrentarán', 'en', 'una', 'batalla', 'épica', 'para', 'descubrir', 'quién', 'será', 'el', 'último', 'en', 'pié', '.'], ['Las', 'competidoras', 'y', 'los', 'competidores', 'están', 'preparando', 'cada', 'detalle', 'de', 'sus', 'robots', ':', 'algunos', 'buscarán', 'romper', 'récords', 'de', 'tiempo', ',', 'mientras', 'robots', 'luchadores', 'se', 'enfrentarán', 'en', 'una', 'batalla', 'épica', 'para', 'descubrir', 'quién', 'será', 'el', 'último', 'en', 'pié', '.']]",40,"['Las', 'y', 'los', 'competidores', 'están', 'preparando', 'cada', 'detalle', 'de', 'sus', 'robots', ':', 'algunos', 'buscarán', 'romper', 'récords', 'de', 'tiempo', ',', 'mientras', 'robots', 'luchadores', 'se', 'enfrentarán', 'en', 'una', 'batalla', 'épica', 'para', 'descubrir', 'quién', 'será', 'elúltimo', 'en', 'pié', '.']","['Las', 'y', 'los', 'competidores', 'están', 'preparando', 'cada', 'detalle', 'de', 'sus', 'robots', ':', 'algunos', 'buscarán', 'romper', 'récords', 'de', 'tiempo', ',', 'mientras', 'robots', 'luchadores', 'se', 'enfrentarán', 'en', 'una', 'batalla', 'épica', 'para', 'descubrir', 'quién', 'será', 'el', 'último', 'en', 'pié', '.']",0.8925259279010762,0.9925645400394767,-0.10003861213840048,0.9785741684475862
"Además, nos acompañarán expertas, expertos, laboratorios, emprendimientos y empresas de robótica, junto con un área de robótica social y un stand de oportunidades formativas en robótica de la FCFM.","['Además, nos acompañarán expertas, expertos, laboratorios, emprendimientos y empresas de robótica, junto con un área de robótica social y un stand de oportunidades formativas en robótica de la FCFM.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Además, nos acompañarán expertas, expertos, laboratorios, emprendimientos y empresas de robótica, junto con un área de robótica social y un stand de oportunidades formativas en robótica de la FCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Además, nos acompañarán expertas, expertos, laboratorios, emprendimientos y empresas de robótica, junto con un área de robótica social y un stand de oportunidades formativas en robótica de la FCFM.
    <assistant>:","Además, nos acompañarán expertas, expertos, laboratorios, emprendimientos y empresas de robótica, junto con un área de robótica social y un stand de oportunidades formativas en robótica de la FCFM.","[['Además', ',', 'nos', 'acompañarán', 'expertas', ',', 'expertos', ',', 'laboratorios', ',', 'emprendimientos', 'y', 'empresas', 'de', 'robótica', ',', 'junto', 'con', 'un', 'área', 'de', 'robótica', 'social', 'y', 'un', 'stand', 'de', 'oportunidades', 'formativas', 'en', 'robótica', 'de', 'la', 'FCFM', '.']]",35,"['Además', ',', 'nos', 'acompañarán', 'expertas', ',', 'expertos', ',', 'laboratorios', ',', 'emprendimientos', 'y', 'empresas', 'de', 'robótica', ',', 'junto', 'con', 'un', 'área', 'de', 'robótica', 'social', 'y', 'un', 'stand', 'de', 'oportunidades', 'formativas', 'en', 'robótica', 'de', 'la', 'FCFM', '.']","['Además', ',', 'nos', 'acompañarán', 'expertas', ',', 'expertos', ',', 'laboratorios', ',', 'emprendimientos', 'y', 'empresas', 'de', 'robótica', ',', 'junto', 'con', 'un', 'área', 'de', 'robótica', 'social', 'y', 'un', 'stand', 'de', 'oportunidades', 'formativas', 'en', 'robótica', 'de', 'la', 'FCFM', '.']",1.0,1.0,0.0,1.0
El festival se realizará este 23 y 24 de noviembre en la explanada de Beauchef 851 (bajo el auditorio).,['El festival se realizará este 23 y 24 de noviembre en la explanada de Beauchef 851 (bajo el auditorio).'],,,"Eliminar sesgo de género del siguiente texto:
El festival se realizará este 23 y 24 de noviembre en la explanada de Beauchef 851 (bajo el auditorio).","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    El festival se realizará este 23 y 24 de noviembre en la explanada de Beauchef 851 (bajo el auditorio).
    <assistant>:",El festival se realizará este 23 y 24 de noviembre en la explanada de Beauchef 851 (bajo el auditorio).,"[['El', 'festival', 'se', 'realizará', 'este', '23', 'y', '24', 'de', 'noviembre', 'en', 'la', 'explanada', 'de', 'Beauchef', '851', '(', 'bajo', 'el', 'auditorio', ')', '.']]",22,"['El', 'festival', 'se', 'realizará', 'este', '23', 'y', '24', 'de', 'noviembre', 'en', 'la', 'explanada', 'de', 'Beauchef', '851', '(', 'bajo', 'el', 'auditorio', ')', '.']","['El', 'festival', 'se', 'realizará', 'este', '23', 'y', '24', 'de', 'noviembre', 'en', 'la', 'explanada', 'de', 'Beauchef', '851', '(', 'bajo', 'el', 'auditorio', ')', '.']",1.0,1.0,0.0,1.0
